Listing_ID,Building_Name,Street_Address,Zip_Code,Unit_Type,Base_Rent_USD,Flat_Utility_Fee_USD,Mandatory_Tech_Fee_USD,Application_Fee_USD,Security_Deposit_Structure,Laundry_Facilities,Air_Conditioning,Flooring_Type,Pet_Policy,Special_Features
ZIL-107,The Main Street Vintage,259 Main St,60202,2 Bed,1993,202,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-108,The Main Street Vintage,396 Main St,60202,2 Bed,2129,181,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-109,917-925 Hinman Ave,338 Hinman Ave,60202,1 Bed,1652,114,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-110,605 Hinman,1013 Hinman Ave,60202,2 Bed,2016,189,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-111,917-925 Hinman Ave,653 Hinman Ave,60202,Studio,1244,86,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-112,Sherman Avenue Residences,520 Sherman Ave,60201,2 Bed,1904,205,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-113,The Main Street Vintage,214 Main St,60202,1 Bed,1667,154,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-114,Carlson Building,1382 Church St,60201,4 Bed,3724,351,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-115,Sherman Avenue Residences,1480 Sherman Ave,60201,2 Bed,2012,198,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-116,The Main Street Vintage,2183 Main St,60202,1 Bed,1697,152,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-117,Sherman Avenue Residences,196 Sherman Ave,60201,1 Bed,1707,113,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-118,917-925 Hinman Ave,1454 Hinman Ave,60202,1 Bed,1585,125,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-119,Carlson Building,433 Church St,60201,Studio,1449,89,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-120,917-925 Hinman Ave,1519 Hinman Ave,60202,2 Bed,1909,184,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-121,605 Hinman,238 Hinman Ave,60202,3 Bed,2608,285,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-122,Sherman Avenue Residences,437 Sherman Ave,60201,Studio,1273,92,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-123,The Orrington Flats,1667 Orrington Ave,60201,1 Bed,1535,135,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-124,The Orrington Flats,1801 Orrington Ave,60201,2 Bed,1973,203,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-125,605 Hinman,1357 Hinman Ave,60202,3 Bed,2550,286,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-126,Sherman Avenue Residences,1815 Sherman Ave,60201,3 Bed,2890,274,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-127,Carlson Building,2101 Church St,60201,1 Bed,1495,124,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-128,Carlson Building,1254 Church St,60201,Studio,1221,85,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-129,Carlson Building,410 Church St,60201,3 Bed,2912,299,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-130,Carlson Building,744 Church St,60201,2 Bed,1973,207,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-131,605 Hinman,851 Hinman Ave,60202,1 Bed,1627,112,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-132,917-925 Hinman Ave,232 Hinman Ave,60202,2 Bed,1687,192,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-133,The Main Street Vintage,282 Main St,60202,1 Bed,1700,152,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-134,Sherman Avenue Residences,2080 Sherman Ave,60201,1 Bed,1551,122,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-135,605 Hinman,1834 Hinman Ave,60202,3 Bed,2694,279,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-136,Carlson Building,1454 Church St,60201,3 Bed,2927,303,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-137,Sherman Avenue Residences,216 Sherman Ave,60201,Studio,1395,83,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-138,The Orrington Flats,746 Orrington Ave,60201,Studio,1337,94,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-139,The Main Street Vintage,1966 Main St,60202,2 Bed,2168,198,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-140,The Main Street Vintage,1946 Main St,60202,1 Bed,1578,116,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-141,Carlson Building,125 Church St,60201,1 Bed,1599,113,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-142,Carlson Building,1072 Church St,60201,2 Bed,1838,190,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-143,The Orrington Flats,972 Orrington Ave,60201,Studio,1231,81,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-144,Sherman Avenue Residences,1932 Sherman Ave,60201,1 Bed,1738,164,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-145,605 Hinman,367 Hinman Ave,60202,3 Bed,2930,293,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-146,Carlson Building,308 Church St,60201,2 Bed,1930,185,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-147,Sherman Avenue Residences,1220 Sherman Ave,60201,3 Bed,2935,281,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-148,Sherman Avenue Residences,256 Sherman Ave,60201,Studio,1404,80,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-149,605 Hinman,675 Hinman Ave,60202,3 Bed,2529,274,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-150,The Main Street Vintage,322 Main St,60202,2 Bed,1921,200,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-151,The Main Street Vintage,551 Main St,60202,1 Bed,1550,151,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-152,The Orrington Flats,560 Orrington Ave,60201,1 Bed,1624,159,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-153,The Orrington Flats,1502 Orrington Ave,60201,1 Bed,1563,155,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-154,The Orrington Flats,1073 Orrington Ave,60201,2 Bed,2250,203,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-155,917-925 Hinman Ave,1922 Hinman Ave,60202,2 Bed,1781,185,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-156,The Orrington Flats,250 Orrington Ave,60201,2 Bed,1887,201,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-157,Sherman Avenue Residences,255 Sherman Ave,60201,1 Bed,1585,161,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-158,Carlson Building,1284 Church St,60201,3 Bed,2740,290,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-159,605 Hinman,1233 Hinman Ave,60202,2 Bed,1917,191,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-160,917-925 Hinman Ave,1499 Hinman Ave,60202,1 Bed,1610,136,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-161,Carlson Building,173 Church St,60201,4 Bed,3646,359,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-162,Sherman Avenue Residences,522 Sherman Ave,60201,1 Bed,1648,124,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-163,The Orrington Flats,2154 Orrington Ave,60201,2 Bed,2168,202,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-164,The Orrington Flats,1131 Orrington Ave,60201,Studio,1365,90,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-165,Carlson Building,1600 Church St,60201,4 Bed,3336,330,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-166,Carlson Building,1126 Church St,60201,3 Bed,2760,276,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-167,Carlson Building,669 Church St,60201,3 Bed,2499,287,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-168,The Main Street Vintage,1269 Main St,60202,2 Bed,2207,201,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-169,Sherman Avenue Residences,1281 Sherman Ave,60201,Studio,1340,83,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-170,The Main Street Vintage,2132 Main St,60202,1 Bed,1487,121,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-171,605 Hinman,1185 Hinman Ave,60202,1 Bed,1493,133,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-172,917-925 Hinman Ave,1024 Hinman Ave,60202,2 Bed,2134,182,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-173,The Orrington Flats,901 Orrington Ave,60201,1 Bed,1695,119,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-174,917-925 Hinman Ave,1496 Hinman Ave,60202,2 Bed,2222,193,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-175,The Main Street Vintage,565 Main St,60202,1 Bed,1695,141,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-176,Carlson Building,2005 Church St,60201,2 Bed,2016,196,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-177,605 Hinman,2060 Hinman Ave,60202,1 Bed,1625,137,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-178,917-925 Hinman Ave,832 Hinman Ave,60202,1 Bed,1735,155,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-179,917-925 Hinman Ave,1356 Hinman Ave,60202,Studio,1381,83,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-180,Carlson Building,1815 Church St,60201,4 Bed,3875,347,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-181,The Main Street Vintage,584 Main St,60202,2 Bed,1888,189,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-182,Sherman Avenue Residences,1053 Sherman Ave,60201,Studio,1321,81,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-183,917-925 Hinman Ave,1964 Hinman Ave,60202,1 Bed,1600,158,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-184,917-925 Hinman Ave,1635 Hinman Ave,60202,1 Bed,1649,138,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-185,The Main Street Vintage,1600 Main St,60202,2 Bed,1689,196,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-186,Sherman Avenue Residences,1832 Sherman Ave,60201,3 Bed,2844,279,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-187,917-925 Hinman Ave,2200 Hinman Ave,60202,1 Bed,1570,147,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-188,The Main Street Vintage,2082 Main St,60202,2 Bed,2137,190,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-189,Sherman Avenue Residences,124 Sherman Ave,60201,3 Bed,2535,277,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-190,605 Hinman,1008 Hinman Ave,60202,1 Bed,1599,140,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-191,917-925 Hinman Ave,1011 Hinman Ave,60202,Studio,1215,80,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-192,605 Hinman,1132 Hinman Ave,60202,1 Bed,1625,141,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-193,Sherman Avenue Residences,1574 Sherman Ave,60201,2 Bed,2078,182,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-194,605 Hinman,698 Hinman Ave,60202,1 Bed,1508,141,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-195,The Main Street Vintage,1755 Main St,60202,1 Bed,1696,140,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-196,The Main Street Vintage,944 Main St,60202,1 Bed,1508,157,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-197,Sherman Avenue Residences,751 Sherman Ave,60201,1 Bed,1544,154,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-198,Sherman Avenue Residences,913 Sherman Ave,60201,2 Bed,2143,197,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-199,917-925 Hinman Ave,372 Hinman Ave,60202,1 Bed,1604,121,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-200,The Orrington Flats,715 Orrington Ave,60201,Studio,1357,95,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-201,The Orrington Flats,1322 Orrington Ave,60201,1 Bed,1673,130,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-202,Sherman Avenue Residences,1213 Sherman Ave,60201,1 Bed,1628,132,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-203,The Main Street Vintage,2157 Main St,60202,2 Bed,2158,188,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-204,Sherman Avenue Residences,1808 Sherman Ave,60201,1 Bed,1732,122,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-205,605 Hinman,433 Hinman Ave,60202,2 Bed,1702,194,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-206,605 Hinman,1749 Hinman Ave,60202,2 Bed,2086,190,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-207,Carlson Building,1031 Church St,60201,2 Bed,1657,189,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-208,605 Hinman,925 Hinman Ave,60202,3 Bed,2999,291,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-209,Carlson Building,1010 Church St,60201,3 Bed,2799,306,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-210,Sherman Avenue Residences,2152 Sherman Ave,60201,Studio,1430,89,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-211,917-925 Hinman Ave,756 Hinman Ave,60202,1 Bed,1581,152,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-212,Carlson Building,285 Church St,60201,1 Bed,1509,133,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-213,Sherman Avenue Residences,609 Sherman Ave,60201,2 Bed,1965,191,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
